llm,repeat,step,material_system,composition,composition_short,anneal_T_C,predicted_overpotential_V,actual_overpotential_V,predicted_molar_change,actual_molar_change,hypervolume,n_remaining
claude_opus4.6,7,36,Co-Ni-Zr-O,"{""Co"": 0.6454784166687881, ""Ni"": 0.2146076266517512, ""Zr"": 0.1399139566794606}",Co:0.6455 Ni:0.2146 Zr:0.1399,550,0.615,0.645047,0.085,0.090997,2.46009,2252
claude_opus4.6,6,36,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.65,0.865521,0.055,0.046742,2.373981,2252
claude_opus4.6,5,38,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.055,0.096884,2.369488,2250
claude_opus4.6,10,35,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.055,0.096884,2.369488,2253
claude_opus4.6,8,37,Co-Fe-Zr-O,"{""Co"": 0.7506547429533967, ""Fe"": 0.08436532089659422, ""Zr"": 0.164979936150009}",Co:0.7507 Fe:0.0844 Zr:0.1650,550,0.635,0.679319,0.055,0.065576,2.37431,2251
claude_opus4.6,2,38,Co-Nb-Sn-O,"{'Co': 0.92741, 'Nb': 0.0477, 'Sn': 0.02489}",Co:0.9274 Nb:0.0477 Sn:0.0249,550,0.665,0.679212,0.04,0.020729,2.371384,2250
claude_opus4.6,3,39,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.622,0.679293,0.068,0.141847,2.37431,2249
claude_opus4.6,4,35,Co-Mn-Sn-O,"{""Co"": 0.8527516333816884, ""Mn"": 0.1472483666183116, ""Sn"": 0.0}",Co:0.8528 Mn:0.1472 Sn:0.0000,450,0.65,0.719698,0.05,0.072644,2.369648,2253
claude_opus4.6,1,40,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.635,0.803196,0.045,0.087329,2.374261,2248
claude_opus4.6,7,37,Co-Ni-Zr-O,"{""Co"": 0.43409068066662543, ""Ni"": 0.33765775286213456, ""Zr"": 0.2282515664712401}",Co:0.4341 Ni:0.3377 Zr:0.2283,550,0.64,0.69762,0.055,0.154716,2.46009,2251
claude_opus4.6,9,38,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.63,0.679293,0.065,0.141847,2.369488,2250
claude_opus4.6,6,37,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.64,0.654426,0.08,0.136051,2.373981,2251
claude_opus4.6,5,39,Co-Mn-Ti-O,"{'Co': 0.59292, 'Mn': 0.06815, 'Ti': 0.33893}",Co:0.5929 Mn:0.0682 Ti:0.3389,700,0.78,0.78246,0.015,0.082577,2.369488,2249
claude_opus4.6,10,36,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.635,0.865521,0.055,0.046742,2.369488,2252
claude_opus4.6,2,39,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.635,0.803196,0.055,0.087329,2.371384,2249
claude_opus4.6,8,38,Co-Sb-Zr-O,"{""Co"": 0.7553729256605235, ""Sb"": 0.015253478736914995, ""Zr"": 0.22937359560256151}",Co:0.7554 Sb:0.0153 Zr:0.2294,550,0.635,1.041386,0.05,0.079945,2.37431,2250
claude_opus4.6,1,41,Co-Fe-Zr-O,"{""Co"": 0.8188650241128057, ""Fe"": 0.08201795716851885, ""Zr"": 0.09911701871867538}",Co:0.8189 Fe:0.0820 Zr:0.0991,550,0.625,0.624498,0.055,0.073694,2.374261,2247
claude_opus4.6,4,36,Co-In-Si-O,"{""Co"": 0.8777746163117125, ""In"": 0.12222538368828748}",Co:0.8778 In:0.1222,550,0.635,0.983018,0.08,0.073884,2.369648,2252
claude_opus4.6,3,40,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.635,0.644252,0.055,0.182381,2.37431,2248
claude_opus4.6,7,38,Co-Ni-Zr-O,"{""Co"": 0.40850963642281235, ""Ni"": 0.4459504668763764, ""Zr"": 0.14553989670081122}",Co:0.4085 Ni:0.4460 Zr:0.1455,550,0.615,0.674727,0.105,0.237684,2.46009,2250
claude_opus4.6,5,40,Co-Mn-Ti-O,"{'Co': 0.74099, 'Mn': 0.09936, 'Ti': 0.15965}",Co:0.7410 Mn:0.0994 Ti:0.1596,700,0.735,0.815442,0.04,0.048125,2.369488,2248
claude_opus4.6,2,40,Co-Nb-Sn-O,"{'Co': 0.942413926402918, 'Nb': 0.03532870506527363, 'Sn': 0.02225736853180836}",Co:0.9424 Nb:0.0353 Sn:0.0223,700,0.67,0.6808,0.01,0.215634,2.371384,2248
claude_opus4.6,9,39,Co-Mn-Zr-O,"{""Co"": 0.8842657492480784, ""Mn"": 0.07435492074650135, ""Zr"": 0.04137933000542019}",Co:0.8843 Mn:0.0744 Zr:0.0414,550,0.62,0.644252,0.08,0.182381,2.369488,2249
claude_opus4.6,10,37,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.64,0.8064,0.045,0.046276,2.369488,2251
claude_opus4.6,6,38,Co-Mn-Nb-O,"{""Co"": 0.8153016459586394, ""Mn"": 0.14242445249418428, ""Nb"": 0.042273901547176404}",Co:0.8153 Mn:0.1424 Nb:0.0423,400,0.635,0.660113,0.08,0.140637,2.373981,2250
claude_opus4.6,8,39,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.635,0.679293,0.055,0.141847,2.37431,2249
claude_opus4.6,1,42,Co-Fe-Zr-O,"{""Co"": 0.8018703801169523, ""Fe"": 0.11821826135892122, ""Zr"": 0.07991135852412652}",Co:0.8019 Fe:0.1182 Zr:0.0799,550,0.62,0.679293,0.068,0.141847,2.374261,2246
claude_opus4.6,4,37,Co-Mn-Nb-O,"{""Co"": 0.49411090682876185, ""Mn"": 0.44821995730356295, ""Nb"": 0.057669135867675185}",Co:0.4941 Mn:0.4482 Nb:0.0577,550,0.72,0.841119,0.015,0.023619,2.369648,2251
claude_opus4.6,3,41,Co-Sb-Zr-O,"{""Co"": 0.6870164790529468, ""Sb"": 0.021411072860292965, ""Zr"": 0.2915724480867601}",Co:0.6870 Sb:0.0214 Zr:0.2916,550,0.635,0.803196,0.055,0.087329,2.37431,2247
claude_opus4.6,7,39,Co-Mn-Ti-O,"{'Co': 0.73559, 'Mn': 0.15397, 'Ti': 0.11044}",Co:0.7356 Mn:0.1540 Ti:0.1104,700,0.72,0.775637,0.04,0.149801,2.46009,2249
claude_opus4.6,9,40,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.645,0.865521,0.055,0.046742,2.369488,2248
claude_opus4.6,5,41,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.655,0.8064,0.045,0.046276,2.369488,2247
claude_opus4.6,2,41,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.635,0.865521,0.055,0.046742,2.371384,2247
claude_opus4.6,10,38,Co-Hf-Zr-O,"{""Co"": 0.7843147611321953, ""Hf"": 0.18877202584621292, ""Zr"": 0.026913213021591702}",Co:0.7843 Hf:0.1888 Zr:0.0269,400,0.635,0.666494,0.11,0.139648,2.369488,2250
claude_opus4.6,1,43,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.63,0.8064,0.055,0.046276,2.374261,2245
claude_opus4.6,6,39,Co-Mn-Sn-O,"{""Co"": 0.8527516333816884, ""Mn"": 0.1472483666183116, ""Sn"": 0.0}",Co:0.8528 Mn:0.1472 Sn:0.0000,450,0.65,0.719698,0.08,0.072644,2.373981,2249
claude_opus4.6,8,40,Co-In-Si-O,"{""Co"": 0.8777746163117125, ""In"": 0.12222538368828748}",Co:0.8778 In:0.1222,550,0.65,0.983018,0.04,0.073884,2.37431,2248
claude_opus4.6,4,38,Co-Mn-Nb-O,"{""Co"": 0.45743165710405725, ""Mn"": 0.5041132737228817, ""Nb"": 0.03845506917306099}",Co:0.4574 Mn:0.5041 Nb:0.0385,550,0.78,0.831702,0.005,0.181098,2.369648,2250
claude_opus4.6,3,42,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.645,0.68588,0.12,0.036528,2.37431,2246
claude_opus4.6,7,40,Co-Ni-Zr-O,"{""Co"": 0.4068105028724233, ""Ni"": 0.48247110571333374, ""Zr"": 0.11071839141424296}",Co:0.4068 Ni:0.4825 Zr:0.1107,550,0.64,0.660478,0.11,0.26421,2.46009,2248
claude_opus4.6,5,42,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.64,0.865521,0.055,0.046742,2.369488,2246
claude_opus4.6,9,41,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.64,0.678799,0.12,0.093567,2.369488,2247
claude_opus4.6,2,42,Co-Nb-Sn-O,"{'Co': 0.9103825756821198, 'Nb': 0.059063540300838255, 'Sn': 0.030553884017042014}",Co:0.9104 Nb:0.0591 Sn:0.0306,700,0.665,0.680769,0.03,0.137448,2.371384,2246
claude_opus4.6,1,44,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.635,0.676735,0.055,0.096884,2.374261,2244
claude_opus4.6,10,39,Co-Mn-Ti-O,"{'Co': 0.85661, 'Mn': 0.04923, 'Ti': 0.09416}",Co:0.8566 Mn:0.0492 Ti:0.0942,700,0.72,0.718664,0.015,0.069331,2.369488,2249
claude_opus4.6,6,40,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.67,0.678799,0.05,0.093567,2.373981,2248
claude_opus4.6,8,41,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",Co:0.7020 Ni:0.1904 Zr:0.1075,550,0.635,0.613211,0.045,0.107925,2.422655,2247
claude_opus4.6,4,39,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",Co:0.5784 Mn:0.0756 Zr:0.3459,550,0.71,0.744615,0.03,0.117297,2.369648,2249
claude_opus4.6,5,43,Co-Mn-Ti-O,"{'Co': 0.49197, 'Mn': 0.07539, 'Ti': 0.43264}",Co:0.4920 Mn:0.0754 Ti:0.4326,700,0.79,0.833378,0.015,-0.027127,2.369488,2245
claude_opus4.6,7,41,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.67,0.710396,0.055,0.056206,2.46009,2247
claude_opus4.6,9,42,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.635,0.68588,0.055,0.036528,2.369488,2246
claude_opus4.6,3,43,Co-Sb-Zr-O,"{""Co"": 0.7139663058500633, ""Sb"": 0.08662691828519138, ""Zr"": 0.19940677586474537}",Co:0.7140 Sb:0.0866 Zr:0.1994,550,0.655,0.744763,0.055,0.092676,2.37431,2245
claude_opus4.6,2,43,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.645,0.8064,0.05,0.046276,2.371384,2245
claude_opus4.6,10,40,Co-Mn-Ti-O,"{'Co': 0.79973, 'Mn': 0.09325, 'Ti': 0.10702}",Co:0.7997 Mn:0.0932 Ti:0.1070,550,0.715,0.722054,0.02,0.07781,2.369488,2248
claude_opus4.6,1,45,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",Co:0.7020 Ni:0.1904 Zr:0.1075,550,0.635,0.613211,0.055,0.107925,2.422606,2243
claude_opus4.6,6,41,Co-Nb-Sn-O,"{'Co': 0.93008, 'Nb': 0.04758, 'Sn': 0.02234}",Co:0.9301 Nb:0.0476 Sn:0.0223,550,0.685,0.696502,0.01,0.004356,2.373981,2247
claude_opus4.6,8,42,Co-Ni-Zr-O,"{""Co"": 0.6454784166687881, ""Ni"": 0.2146076266517512, ""Zr"": 0.1399139566794606}",Co:0.6455 Ni:0.2146 Zr:0.1399,550,0.62,0.645047,0.085,0.090997,2.422655,2246
claude_opus4.6,4,40,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.67,0.710396,0.055,0.056206,2.369648,2248
claude_opus4.6,5,44,Co-Ni-Zr-O,"{""Co"": 0.7020397361239789, ""Ni"": 0.19043742206091896, ""Zr"": 0.10752284181510222}",Co:0.7020 Ni:0.1904 Zr:0.1075,550,0.635,0.613211,0.055,0.107925,2.417833,2244
claude_opus4.6,2,44,Co-Nb-Sn-O,"{'Co': 0.919639414186016, 'Nb': 0.06006078599052431, 'Sn': 0.020299799823459672}",Co:0.9196 Nb:0.0601 Sn:0.0203,700,0.675,0.676616,0.01,0.169283,2.371384,2244
claude_opus4.6,9,43,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",Co:0.5784 Mn:0.0756 Zr:0.3459,550,0.72,0.744615,0.025,0.117297,2.369488,2245
claude_opus4.6,7,42,Co-Ni-Zr-O,"{""Co"": 0.33487686863953675, ""Ni"": 0.3244454715513348, ""Zr"": 0.3406776598091284}",Co:0.3349 Ni:0.3244 Zr:0.3407,550,0.72,0.704814,0.035,0.128208,2.46009,2246
claude_opus4.6,3,44,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.65,0.685995,0.09,0.131136,2.37431,2244
claude_opus4.6,1,46,Co-Ni-Zr-O,"{""Co"": 0.6995224826820042, ""Ni"": 0.208369937080724, ""Zr"": 0.09210758023727174}",Co:0.6995 Ni:0.2084 Zr:0.0921,550,0.61,0.606289,0.09,0.127698,2.464863,2242
claude_opus4.6,10,41,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.65,0.68588,0.12,0.036528,2.369488,2247
claude_opus4.6,8,43,Co-Ni-Zr-O,"{""Co"": 0.6995224826820042, ""Ni"": 0.208369937080724, ""Zr"": 0.09210758023727174}",Co:0.6995 Ni:0.2084 Zr:0.0921,550,0.615,0.606289,0.105,0.127698,2.464912,2245
claude_opus4.6,6,42,Co-Nb-Sn-O,"{'Co': 0.94055, 'Nb': 0.04972, 'Sn': 0.00973}",Co:0.9405 Nb:0.0497 Sn:0.0097,550,0.688,0.687605,0.005,0.027973,2.373981,2246
claude_opus4.6,5,45,Co-Ni-Zr-O,"{""Co"": 0.6995224826820042, ""Ni"": 0.208369937080724, ""Zr"": 0.09210758023727174}",Co:0.6995 Ni:0.2084 Zr:0.0921,550,0.615,0.606289,0.085,0.127698,2.46009,2243
claude_opus4.6,4,41,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",Co:0.8919 Hf:0.0828 Zr:0.0254,400,0.63,0.631938,0.13,0.095946,2.369648,2247
claude_opus4.6,9,44,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.675,0.654426,0.04,0.136051,2.369488,2244
claude_opus4.6,3,45,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.635,0.8064,0.05,0.046276,2.37431,2243
claude_opus4.6,2,45,Co-Sb-Zr-O,"{""Co"": 0.639350191455426, ""Sb"": 0.01813920293525727, ""Zr"": 0.34251060560931673}",Co:0.6394 Sb:0.0181 Zr:0.3425,550,0.645,0.975548,0.055,0.070631,2.371384,2243
claude_opus4.6,1,47,Co-Ni-Zr-O,"{""Co"": 0.6454784166687881, ""Ni"": 0.2146076266517512, ""Zr"": 0.1399139566794606}",Co:0.6455 Ni:0.2146 Zr:0.1399,550,0.615,0.645047,0.085,0.090997,2.464863,2241
claude_opus4.6,7,43,Co-Hf-Zr-O,"{""Co"": 0.6502290941944644, ""Hf"": 0.15214844225985744, ""Zr"": 0.1976224635456782}",Co:0.6502 Hf:0.1521 Zr:0.1976,400,0.65,0.685995,0.08,0.131136,2.46009,2245
claude_opus4.6,8,44,Co-Ni-Zr-O,"{""Co"": 0.43409068066662543, ""Ni"": 0.33765775286213456, ""Zr"": 0.2282515664712401}",Co:0.4341 Ni:0.3377 Zr:0.2283,550,0.635,0.69762,0.075,0.154716,2.464912,2244
claude_opus4.6,10,42,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.655,0.654426,0.08,0.136051,2.369488,2246
claude_opus4.6,6,43,Co-Fe-Zr-O,"{""Co"": 0.6274269989859841, ""Fe"": 0.0854856665166054, ""Zr"": 0.28708733449741053}",Co:0.6274 Fe:0.0855 Zr:0.2871,550,0.69,0.8064,0.055,0.046276,2.373981,2245
claude_opus4.6,5,46,Co-Ni-Zr-O,"{""Co"": 0.6454784166687881, ""Ni"": 0.2146076266517512, ""Zr"": 0.1399139566794606}",Co:0.6455 Ni:0.2146 Zr:0.1399,550,0.62,0.645047,0.075,0.090997,2.46009,2242
claude_opus4.6,3,46,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",Co:0.8667 Mn:0.1009 Zr:0.0324,550,0.655,0.654426,0.04,0.136051,2.37431,2242
claude_opus4.6,4,42,Co-Nb-Zr-O,"{""Co"": 0.8777554733551486, ""Nb"": 0.0045708764337756835, ""Zr"": 0.11767365021107572}",Co:0.8778 Nb:0.0046 Zr:0.1177,0,0.64,0.583794,0.07,0.373082,2.588274,2246
claude_opus4.6,2,46,Co-In-Si-O,"{""Co"": 0.8777746163117125, ""In"": 0.12222538368828748}",Co:0.8778 In:0.1222,550,0.64,0.983018,0.05,0.073884,2.371384,2242
claude_opus4.6,1,48,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.635,0.710396,0.055,0.056206,2.464863,2240
claude_opus4.6,10,43,Co-Mn-Zr-O,"{""Co"": 0.578430386647951, ""Mn"": 0.0756328415886, ""Zr"": 0.3459367717634491}",Co:0.5784 Mn:0.0756 Zr:0.3459,550,0.68,0.744615,0.035,0.117297,2.369488,2245
claude_opus4.6,9,45,Co-Fe-Zr-O,"{""Co"": 0.7477091001028715, ""Fe"": 0.13815719869083098, ""Zr"": 0.1141337012062974}",Co:0.7477 Fe:0.1382 Zr:0.1141,550,0.64,0.676735,0.055,0.096884,2.369488,2243
claude_opus4.6,7,44,Co-Mn-Ti-O,"{'Co': 0.71411, 'Mn': 0.10079, 'Ti': 0.1851}",Co:0.7141 Mn:0.1008 Ti:0.1851,700,0.725,0.798545,0.04,0.015572,2.46009,2244
claude_opus4.6,8,45,Co-Ni-Zr-O,"{""Co"": 0.4068105028724233, ""Ni"": 0.48247110571333374, ""Zr"": 0.11071839141424296}",Co:0.4068 Ni:0.4825 Zr:0.1107,550,0.625,0.660478,0.095,0.26421,2.464912,2243
claude_opus4.6,4,43,Co-Nb-Zr-O,"{""Co"": 0.8701521829703703, ""Nb"": 0.03134434171917805, ""Zr"": 0.09850347531045159}",Co:0.8702 Nb:0.0313 Zr:0.0985,0,0.59,0.542668,0.25,0.358173,2.830434,2245
claude_opus4.6,6,44,Co-Nb-Sn-O,"{'Co': 0.92741, 'Nb': 0.0477, 'Sn': 0.02489}",Co:0.9274 Nb:0.0477 Sn:0.0249,550,0.685,0.679212,0.005,0.020729,2.374074,2244
claude_opus4.6,3,47,Co-Fe-Zr-O,"{""Co"": 0.6888302064481516, ""Fe"": 0.0923850206882738, ""Zr"": 0.21878477286357467}",Co:0.6888 Fe:0.0924 Zr:0.2188,550,0.64,0.865521,0.05,0.046742,2.37431,2241
claude_opus4.6,5,47,Co-Ni-Zr-O,"{""Co"": 0.43409068066662543, ""Ni"": 0.33765775286213456, ""Zr"": 0.2282515664712401}",Co:0.4341 Ni:0.3377 Zr:0.2283,550,0.68,0.69762,0.045,0.154716,2.46009,2241
claude_opus4.6,2,47,Co-Nb-Sn-O,"{'Co': 0.9090952457833508, 'Nb': 0.05705738857751444, 'Sn': 0.03384736563913481}",Co:0.9091 Nb:0.0571 Sn:0.0338,700,0.685,0.687172,0.008,0.108854,2.371384,2241
claude_opus4.6,1,49,Co-Ni-Zr-O,"{""Co"": 0.43409068066662543, ""Ni"": 0.33765775286213456, ""Zr"": 0.2282515664712401}",Co:0.4341 Ni:0.3377 Zr:0.2283,550,0.64,0.69762,0.055,0.154716,2.464863,2239
claude_opus4.6,10,44,Co-Mn-Ti-O,"{'Co': 0.82021, 'Mn': 0.04888, 'Ti': 0.1309}",Co:0.8202 Mn:0.0489 Ti:0.1309,700,0.715,0.73501,0.035,0.074959,2.369488,2244
claude_opus4.6,8,46,Co-Hf-Zr-O,"{""Co"": 0.6089530033531373, ""Hf"": 0.1723457865015805, ""Zr"": 0.21870121014528227}",Co:0.6090 Hf:0.1723 Zr:0.2187,550,0.635,0.710396,0.065,0.056206,2.464912,2242
claude_opus4.6,7,45,Co-Nb-Zr-O,"{""Co"": 0.6199246991189421, ""Nb"": 0.07102678543167407, ""Zr"": 0.3090485154493838}",Co:0.6199 Nb:0.0710 Zr:0.3090,550,0.64,0.724151,0.045,0.02973,2.460249,2243
claude_opus4.6,9,46,Co-Mn-Sn-O,"{""Co"": 0.8527516333816884, ""Mn"": 0.1472483666183116, ""Sn"": 0.0}",Co:0.8528 Mn:0.1472 Sn:0.0000,450,0.68,0.719698,0.03,0.072644,2.369488,2242
claude_opus4.6,4,44,Co-Nb-Zr-O,"{""Co"": 0.9164051639468411, ""Nb"": 0.008361077724177775, ""Zr"": 0.07523375832898115}",Co:0.9164 Nb:0.0084 Zr:0.0752,0,0.55,0.540049,0.38,0.37965,2.845762,2244
claude_opus4.6,6,45,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.655,0.71855,0.055,0.047575,2.374074,2243
claude_opus4.6,2,48,Co-Hf-Zr-O,"{""Co"": 0.6127436265711366, ""Hf"": 0.14559291750969552, ""Zr"": 0.24166345591916794}",Co:0.6127 Hf:0.1456 Zr:0.2417,550,0.65,0.71855,0.055,0.047575,2.371384,2240
claude_opus4.6,3,48,Co-Fe-Zr-O,"{""Co"": 0.4533498862802462, ""Fe"": 0.2395239547667195, ""Zr"": 0.30712615895303436}",Co:0.4533 Fe:0.2395 Zr:0.3071,550,0.68,0.740867,0.045,0.093743,2.37431,2240
claude_opus4.6,5,48,Co-Ni-Zr-O,"{""Co"": 0.3453289705636771, ""Ni"": 0.37711304383337974, ""Zr"": 0.2775579856029431}",Co:0.3453 Ni:0.3771 Zr:0.2776,550,0.69,0.704262,0.04,0.167849,2.46009,2240
claude_opus4.6,8,47,Co-Mn-Ti-O,"{'Co': 0.83535, 'Mn': 0.06763, 'Ti': 0.09703}",Co:0.8354 Mn:0.0676 Ti:0.0970,550,0.64,0.732427,0.08,0.076881,2.464912,2241
claude_opus4.6,10,45,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.64,0.678799,0.03,0.093567,2.369488,2243
claude_opus4.6,1,50,Co-Mn-Zr-O,"{""Co"": 0.8539997255534031, ""Mn"": 0.11529054396944806, ""Zr"": 0.030709730477148946}",Co:0.8540 Mn:0.1153 Zr:0.0307,550,0.635,0.68588,0.08,0.036528,2.464863,2238
claude_opus4.6,9,47,Co-Mn-Ti-O,"{'Co': 0.79973, 'Mn': 0.09325, 'Ti': 0.10702}",Co:0.7997 Mn:0.0932 Ti:0.1070,550,0.71,0.722054,0.05,0.07781,2.369488,2241
claude_opus4.6,4,45,Co-Fe-Zr-O,"{""Co"": 0.8642707866960864, ""Fe"": 0.06445812710064133, ""Zr"": 0.07127108620327226}",Co:0.8643 Fe:0.0645 Zr:0.0713,0,0.55,0.536483,0.32,0.628567,2.865745,2243
claude_opus4.6,7,46,Co-Mn-Nb-O,"{""Co"": 0.8214965444681955, ""Mn"": 0.17850345553180458, ""Nb"": 0.0}",Co:0.8215 Mn:0.1785 Nb:0.0000,550,0.68,0.678799,0.08,0.093567,2.460249,2242
claude_opus4.6,6,46,Co-Nb-Sn-O,"{'Co': 0.7557961566219855, 'Nb': 0.1385600356233834, 'Sn': 0.10564380775463114}",Co:0.7558 Nb:0.1386 Sn:0.1056,550,0.78,0.707878,-0.02,0.025936,2.374074,2242
